"User_ID sorted by SD","Ensembl_gene_id","symbol","cng_1","cng_2","cng_3","cng_4","wt_1","wt_2","wt_3","treatment30_1","treatment30_2","treatment30_3","treatment30_4"
" ENSMUSG00000089709","ENSMUSG00000089709","  Gm16262",69,68,64,64,44,44,14,61,99,70,48
" ENSMUSG00000002603","ENSMUSG00000002603","  Tgfb1",22,2,1,1,6,9,12,7,10,25,7
" ENSMUSG00000113491","ENSMUSG00000113491","  Gm19221",51,33,8,14,17,26,15,31,50,27,35
" ENSMUSG00000025289","ENSMUSG00000025289","  Prdx4",190,146,65,100,90,164,118,147,275,216,176
" ENSMUSG00000107255","ENSMUSG00000107255","  Gm43416",17,15,4,9,2,2,0,18,17,12,15
" ENSMUSG00000102459","ENSMUSG00000102459","  Gm38352",13,6,5,8,1,4,39,6,9,4,7
" ENSMUSG00000016150","ENSMUSG00000016150","  Tenm1",289,192,78,158,261,289,195,194,333,309,201
" ENSMUSG00000044501","ENSMUSG00000044501","  Zfp758",145,117,49,74,134,72,59,158,151,142,146
" ENSMUSG00000040721","ENSMUSG00000040721","  Zfhx2",5179,4054,2690,3486,5705,4531,4003,10672,8342,5851,4703
" ENSMUSG00000036062","ENSMUSG00000036062","  Phf24",236,197,80,163,311,264,235,313,337,194,162
" ENSMUSG00000102959","ENSMUSG00000102959","  Gm37015",12,12,0,4,12,16,27,15,10,2,4
" ENSMUSG00000098054","ENSMUSG00000098054","  Gm8192",18,20,7,4,10,40,31,10,27,17,19
" ENSMUSG00000006403","ENSMUSG00000006403","  Adamts4",106,57,28,96,90,116,133,92,99,86,49
" ENSMUSG00000074215","ENSMUSG00000074215","  Gm10643",35,14,2,7,8,22,21,23,23,21,23
" ENSMUSG00000050271","ENSMUSG00000050271","  Prag1",120,75,41,82,34,45,34,94,83,101,75
" ENSMUSG00000104705","ENSMUSG00000104705","  4930405N21Rik",4,3,3,3,0,0,1,20,19,9,8
" ENSMUSG00000046718","ENSMUSG00000046718","  Bst2",17,11,0,5,4,0,0,18,7,12,3
" ENSMUSG00000075707","ENSMUSG00000075707","  Dio3",10,0,0,1,0,0,0,16,13,0,0
" ENSMUSG00000059070","ENSMUSG00000059070","  Rpl18",582,490,258,378,423,982,1002,502,649,611,488
" ENSMUSG00000110016","ENSMUSG00000110016","  Gm20751",10,15,11,25,20,21,10,36,46,45,31
" ENSMUSG00000002900","ENSMUSG00000002900","  Lamb1",76,54,21,23,55,31,33,65,85,47,68
" ENSMUSG00000040751","ENSMUSG00000040751","  Lat2",120,47,24,57,61,35,38,71,100,48,56
" ENSMUSG00000048442","ENSMUSG00000048442","  Smim5",3,6,9,18,12,18,41,29,20,14,13
" ENSMUSG00000028707","ENSMUSG00000028707","  Dmbx1",353,193,94,213,276,343,265,243,385,359,197
" ENSMUSG00000039391","ENSMUSG00000039391","  Ccdc81",47,51,14,22,55,51,58,37,75,22,45
" ENSMUSG00000097580","ENSMUSG00000097580","  Gm5432",17,2,1,1,10,22,15,2,3,5,7
" ENSMUSG00000108005","ENSMUSG00000108005","  Gm44435",12,39,14,8,20,8,7,12,37,31,18
" ENSMUSG00000091845","ENSMUSG00000091845","  Rpl36-ps12",9,26,11,4,1,10,13,18,26,6,4
" ENSMUSG00000056174","ENSMUSG00000056174","  Col8a2",22,5,3,5,38,10,12,6,9,5,8
" ENSMUSG00000037653","ENSMUSG00000037653","  Kctd8",130,94,40,72,90,97,151,125,175,134,62
" ENSMUSG00000087347","ENSMUSG00000087347","  1700047K16Rik",25,5,6,19,6,10,7,11,19,40,18
" ENSMUSG00000112998","ENSMUSG00000112998","  Gm47656",16,0,0,0,0,11,3,12,8,0,0
" ENSMUSG00000100794","ENSMUSG00000100794","  Gm29667",33,12,10,4,24,7,25,28,24,7,12
" ENSMUSG00000079620","ENSMUSG00000079620","  Muc4",9,18,0,8,9,7,21,6,1,10,24
" ENSMUSG00000021728","ENSMUSG00000021728","  Emb",72,50,26,36,24,61,18,53,68,29,68
" ENSMUSG00000035407","ENSMUSG00000035407","  Kank4",10,22,0,5,0,0,0,3,9,1,8
" ENSMUSG00000036242","ENSMUSG00000036242","  Armh4",38,39,5,12,42,28,33,19,22,23,37
" ENSMUSG00000108714","ENSMUSG00000108714","  Gm21057",0,0,0,7,1,20,17,3,5,3,2
" ENSMUSG00000039496","ENSMUSG00000039496","  Cdnf",30,12,6,21,20,34,47,20,38,38,15
" ENSMUSG00000106415","ENSMUSG00000106415","  Gm42893",60,71,28,38,39,45,32,65,109,23,68
" ENSMUSG00000113642","ENSMUSG00000113642","  Gm49329",358,343,202,238,161,165,135,366,377,248,138
" ENSMUSG00000087435","ENSMUSG00000087435","  Gm16323",40,3,25,33,33,28,26,22,49,22,25
" ENSMUSG00000044912","ENSMUSG00000044912","  Syt16",25,47,3,9,11,15,18,22,27,18,19
" ENSMUSG00000073532","ENSMUSG00000073532","  Gm7276",149,138,73,99,189,188,288,145,289,208,170
" ENSMUSG00000031557","ENSMUSG00000031557","  Plekha2",13,6,2,6,33,9,10,28,15,8,19
" ENSMUSG00000029713","ENSMUSG00000029713","  Gnb2",472,400,130,308,387,325,407,478,628,422,321
" ENSMUSG00000020866","ENSMUSG00000020866","  Cacna1g",2514,1994,971,1950,2279,3459,4182,2604,3271,2638,1939
" ENSMUSG00000105677","ENSMUSG00000105677","  Gm43328",40,35,12,33,13,57,34,55,36,54,22
" ENSMUSG00000116908","ENSMUSG00000116908","  Gm49599",114,65,34,46,44,100,50,115,89,105,100
" ENSMUSG00000043410","ENSMUSG00000043410","  Hfm1",26,15,6,31,18,15,19,26,45,48,37
" ENSMUSG00000025089","ENSMUSG00000025089","  Gfra1",646,568,456,458,571,309,413,181,797,519,497
" ENSMUSG00000017778","ENSMUSG00000017778","  Cox7c",77,38,43,71,40,26,35,106,76,59,97
" ENSMUSG00000048668","ENSMUSG00000048668","  Rhno1",257,199,125,224,153,121,60,210,202,144,225
" ENSMUSG00000070394","ENSMUSG00000070394","  Tmem256",178,154,62,152,163,224,264,198,317,175,194
" ENSMUSG00000028927","ENSMUSG00000028927","  Padi2",137,198,49,128,149,165,175,209,203,150,91
" ENSMUSG00000100490","ENSMUSG00000100490","  Gm28455",29,27,9,18,11,12,34,27,54,19,41
" ENSMUSG00000100301","ENSMUSG00000100301","  6030407O03Rik",20,7,6,13,11,14,47,24,31,26,22
" ENSMUSG00000020639","ENSMUSG00000020639","  Pfn4",77,49,35,25,10,30,46,34,44,20,33
" ENSMUSG00000025892","ENSMUSG00000025892","  Gria4",510,324,121,349,284,367,362,482,534,371,370
" ENSMUSG00000034587","ENSMUSG00000034587","  8430429K09Rik",77,50,35,38,72,119,137,92,107,64,68
" ENSMUSG00000057457","ENSMUSG00000057457","  Phex",24,27,5,18,29,8,22,20,20,49,35
" ENSMUSG00000086196","ENSMUSG00000086196","  Gm13571",41,65,18,44,26,41,23,43,94,59,30
" ENSMUSG00000066952","ENSMUSG00000066952","  Myo1h",483,551,323,398,243,263,210,533,682,550,525
" ENSMUSG00000101651","ENSMUSG00000101651","  Gm28402",60,56,54,17,68,69,95,51,113,67,73
" ENSMUSG00000036095","ENSMUSG00000036095","  Dgkb",63,67,36,39,68,22,28,81,82,89,61
" ENSMUSG00000022696","ENSMUSG00000022696","  Sidt1",0,10,0,0,2,0,0,11,11,16,1
" ENSMUSG00000085663","ENSMUSG00000085663","  Gm15718",6,13,3,5,8,22,28,19,10,9,1
" ENSMUSG00000034981","ENSMUSG00000034981","  Parm1",376,299,143,224,174,93,144,192,279,291,201
" ENSMUSG00000086268","ENSMUSG00000086268","  Gm11670",78,60,37,68,40,77,126,44,75,24,73
" ENSMUSG00000046694","ENSMUSG00000046694","  Tent5b",942,548,232,263,386,475,499,581,460,520,320
" ENSMUSG00000027562","ENSMUSG00000027562","  Car2",6201,4691,2691,3768,7938,7910,8029,7085,9525,8106,6049
" ENSMUSG00000034120","ENSMUSG00000034120","  Srsf2",9830,7322,4356,5575,5280,4087,3193,8998,10214,8185,6599
" ENSMUSG00000107310","ENSMUSG00000107310","  Gm7452",0,17,3,11,5,8,24,1,12,3,11
" ENSMUSG00000082791","ENSMUSG00000082791","  Gm4875",13,4,7,11,8,19,17,3,40,20,12
" ENSMUSG00000049620","ENSMUSG00000049620","  Prss33",18,14,4,19,12,24,28,17,19,3,3
" ENSMUSG00000021238","ENSMUSG00000021238","  Aldh6a1",546,346,144,275,272,212,241,465,474,414,321
" ENSMUSG00000111390","ENSMUSG00000111390","  Gm48796",1070,606,355,835,602,438,385,974,1053,727,664
" ENSMUSG00000108472","ENSMUSG00000108472","  Gm45212",478,399,207,315,455,551,467,920,684,576,566
" ENSMUSG00000016028","ENSMUSG00000016028","  Celsr1",14,7,3,19,13,26,14,19,32,3,8
" ENSMUSG00000037070","ENSMUSG00000037070","  Rbmxl1",159,175,67,138,164,116,79,186,261,234,164
" ENSMUSG00000114995","ENSMUSG00000114995","  Gm49284",279,113,118,171,211,136,92,277,262,272,208
" ENSMUSG00000042784","ENSMUSG00000042784","  Muc1",15,12,15,2,13,0,20,27,16,12,18
" ENSMUSG00000035226","ENSMUSG00000035226","  Rims4",1183,1052,446,1012,1335,1248,1643,1250,2014,1639,1284
" ENSMUSG00000023940","ENSMUSG00000023940","  Sgo1",16,25,13,4,11,8,35,7,5,3,10
" ENSMUSG00000007122","ENSMUSG00000007122","  Casq1",269,121,70,181,144,155,121,289,232,191,204
" ENSMUSG00000027314","ENSMUSG00000027314","  Dll4",24,9,2,3,11,15,23,28,8,13,6
" ENSMUSG00000089235","ENSMUSG00000089235","  Gm23119",19,23,6,22,16,11,2,5,32,14,20
" ENSMUSG00000105852","ENSMUSG00000105852","  Gm42890",64,39,10,58,44,32,41,65,68,49,39
" ENSMUSG00000092525","ENSMUSG00000092525","  Gm20461",7,2,0,0,8,11,25,5,4,0,2
" ENSMUSG00000005124","ENSMUSG00000005124","  Ccn4",13,0,1,1,19,10,12,4,1,4,0
" ENSMUSG00000021760","ENSMUSG00000021760","  Gpx8",20,2,1,8,12,5,0,21,10,3,5
" ENSMUSG00000020116","ENSMUSG00000020116","  Pno1",321,364,99,201,237,206,172,283,413,294,310
" ENSMUSG00000080880","ENSMUSG00000080880","  Gm14278",1,4,0,13,13,3,0,15,9,0,13
" ENSMUSG00000027848","ENSMUSG00000027848","  Olfml3",46,43,18,33,29,24,21,86,63,53,51
" ENSMUSG00000108888","ENSMUSG00000108888","  Gm45231",71,91,60,74,64,61,26,113,152,93,89
" ENSMUSG00000087200","ENSMUSG00000087200","  Lrp8os3",35,15,6,14,21,3,34,23,23,12,15
" ENSMUSG00000086994","ENSMUSG00000086994","  Gm13402",51,44,31,43,33,11,15,58,52,35,53
" ENSMUSG00000106682","ENSMUSG00000106682","  Gm42648",25,38,27,20,34,38,95,31,52,66,22
" ENSMUSG00000118479","","",18,6,1,1,4,21,17,8,8,4,18
" ENSMUSG00000118572","","",4,34,19,20,23,1,12,14,12,12,13
" ENSMUSG00000063430","ENSMUSG00000063430","  Wscd2",13788,15831,9837,10089,6230,6902,5578,12370,17364,13842,12139
" ENSMUSG00000022074","ENSMUSG00000022074","  Tnfrsf10b",13,10,8,13,18,47,35,27,36,21,12
" ENSMUSG00000090157","ENSMUSG00000090157","  Gm16534",62,80,38,42,54,45,18,91,100,59,52
" ENSMUSG00000039103","ENSMUSG00000039103","  Nexn",51,22,9,16,16,23,40,30,36,13,45
" ENSMUSG00000050075","ENSMUSG00000050075","  Gpr171",0,8,10,10,8,0,13,8,3,29,8
" ENSMUSG00000097075","ENSMUSG00000097075","  Cdiptos",52,21,13,47,59,71,61,32,52,34,33
" ENSMUSG00000085521","ENSMUSG00000085521","  4930526A20Rik",14,9,2,17,13,26,17,5,3,1,12
" ENSMUSG00000107647","ENSMUSG00000107647","  Gm44445",18,3,5,6,16,5,33,3,10,16,15
" ENSMUSG00000037259","ENSMUSG00000037259","  Dzank1",613,591,149,431,389,351,316,445,552,358,508
" ENSMUSG00000103443","ENSMUSG00000103443","  Gm37132",35,5,3,17,6,9,4,21,11,11,18
" ENSMUSG00000025533","ENSMUSG00000025533","  Asl",203,203,97,173,86,94,93,232,254,162,194
" ENSMUSG00000041596","ENSMUSG00000041596","  Nlrp5-ps",47,64,29,102,20,37,46,38,43,45,19
" ENSMUSG00000021798","ENSMUSG00000021798","  Ldb3",4,5,9,0,9,7,23,10,9,21,0
" ENSMUSG00000108634","ENSMUSG00000108634","  Gm38534",4,6,0,14,2,5,27,3,6,3,0
" ENSMUSG00000054934","ENSMUSG00000054934","  Kcnmb4",218,166,64,181,217,138,272,193,278,255,166
" ENSMUSG00000072969","ENSMUSG00000072969","  Armcx5",538,257,141,207,339,460,461,330,414,414,375
" ENSMUSG00000118286","ENSMUSG00000118286","  ",34,9,18,11,12,9,0,9,20,10,22
" ENSMUSG00000047215","ENSMUSG00000047215","  Rpl9",133,76,32,105,79,52,106,101,143,108,64
" ENSMUSG00000047881","ENSMUSG00000047881","  Rell1",40,34,20,31,32,41,85,62,90,70,53
" ENSMUSG00000091866","ENSMUSG00000091866","  Gm6257",1,8,1,11,1,15,3,0,2,0,18
" ENSMUSG00000085242","ENSMUSG00000085242","  Gm11537",88,57,16,53,54,61,46,50,40,23,27
" ENSMUSG00000114193","ENSMUSG00000114193","  Gm48139",31,14,8,24,24,24,32,58,42,48,35
" ENSMUSG00000028718","ENSMUSG00000028718","  Stil",6,1,0,0,9,16,18,3,0,2,9
" ENSMUSG00000079283","ENSMUSG00000079283","  2310009B15Rik",60,56,20,39,46,64,38,72,130,62,55
" ENSMUSG00000027886","ENSMUSG00000027886","  1700013F07Rik",2,1,1,0,9,16,17,13,3,5,14
" ENSMUSG00000109927","ENSMUSG00000109927","  Gm45264",5,9,8,11,11,26,45,9,22,21,19
" ENSMUSG00000030895","ENSMUSG00000030895","  Hpx",54,25,11,22,40,31,13,57,43,27,21
" ENSMUSG00000046805","ENSMUSG00000046805","  Mpeg1",28,15,1,4,13,8,12,4,14,1,11
" ENSMUSG00000037600","ENSMUSG00000037600","  Kdf1",97,53,44,49,36,43,39,34,67,55,13
" ENSMUSG00000015850","ENSMUSG00000015850","  Adamtsl4",542,360,149,419,379,444,490,603,682,417,408
" ENSMUSG00000085246","ENSMUSG00000085246","  Gm15893",134,129,44,53,109,147,182,88,94,100,133
" ENSMUSG00000064342","ENSMUSG00000064342","  mt-Ti",9,14,2,8,23,7,7,17,9,18,38
" ENSMUSG00000072571","ENSMUSG00000072571","  Tmem253",115,56,43,52,50,122,152,69,117,69,62
" ENSMUSG00000040459","ENSMUSG00000040459","  Arglu1",6259,3964,1998,3542,3285,3011,2056,5974,5220,4079,4652
" ENSMUSG00000024176","ENSMUSG00000024176","  Sox8",33,38,27,102,37,113,41,54,42,60,40
" ENSMUSG00000109321","ENSMUSG00000109321","  A330076H08Rik",1140,533,278,547,621,799,899,1009,866,691,801
" ENSMUSG00000041534","ENSMUSG00000041534","  Rbp3",10675,9137,9689,6588,20409,13921,16586,14553,22499,19676,14888
" ENSMUSG00000098625","ENSMUSG00000098625","  Mir6953",32,9,3,5,25,15,15,15,22,4,14
" ENSMUSG00000036111","ENSMUSG00000036111","  Lmo1",28,3,3,4,3,0,0,7,9,11,3
" ENSMUSG00000075284","ENSMUSG00000075284","  Wipf1",25,10,27,31,22,24,71,50,38,52,27
" ENSMUSG00000072774","ENSMUSG00000072774","  Zfp951",50,68,52,53,38,125,119,117,123,91,99
" ENSMUSG00000024222","ENSMUSG00000024222","  Fkbp5",442,407,175,237,228,172,213,353,465,488,345
" ENSMUSG00000097426","ENSMUSG00000097426","  Gm8941",22,21,4,15,22,32,38,33,42,30,13
" ENSMUSG00000109429","ENSMUSG00000109429","  Gm45223",19,14,5,16,13,14,25,15,33,34,49
" ENSMUSG00000107164","ENSMUSG00000107164","  4933425D22Rik",1,6,2,4,4,28,22,7,8,5,6
" ENSMUSG00000098243","ENSMUSG00000098243","  Gm4258",24,29,11,12,39,31,29,31,49,27,69
" ENSMUSG00000028189","ENSMUSG00000028189","  Ctbs",146,146,54,66,67,137,71,113,163,73,159
" ENSMUSG00000039375","ENSMUSG00000039375","  Wdr17",65,66,30,17,98,36,66,51,68,47,56
" ENSMUSG00000063895","ENSMUSG00000063895","  Nupl1",10,11,0,0,5,3,17,2,4,2,20
" ENSMUSG00000100799","ENSMUSG00000100799","  1700027H10Rik",32,53,4,31,35,25,30,23,32,19,38
" ENSMUSG00000095891","ENSMUSG00000095891","  Gm10717",16,0,0,0,0,1,4,17,0,2,0
" ENSMUSG00000050087","ENSMUSG00000050087","  Cby3",4,1,11,15,1,14,14,11,8,26,19
" ENSMUSG00000103730","ENSMUSG00000103730","  Gm38316",15,15,12,26,1,18,10,16,10,1,21
" ENSMUSG00000067206","ENSMUSG00000067206","  Lrrc66",7,4,0,13,8,10,0,14,5,24,15
" ENSMUSG00000085396","ENSMUSG00000085396","  Firre",4555,2181,1268,3111,2439,2416,1883,4414,3823,2884,3327
" ENSMUSG00000085150","ENSMUSG00000085150","  Gm16346",211,133,143,95,282,205,398,177,163,143,124
" ENSMUSG00000117792","ENSMUSG00000117792","  ",7,6,11,21,8,2,4,11,2,29,3
" ENSMUSG00000085749","ENSMUSG00000085749","  Gm12843",49,22,15,16,27,4,15,32,36,20,24
" ENSMUSG00000088224","ENSMUSG00000088224","  Gm25406",3,3,0,0,2,7,12,1,22,0,0
" ENSMUSG00000081049","ENSMUSG00000081049","  Rps24-ps3",11,26,5,6,27,18,25,31,31,30,29
" ENSMUSG00000048782","ENSMUSG00000048782","  Insc",17,52,5,24,36,20,17,33,39,27,20
" ENSMUSG00000052031","ENSMUSG00000052031","  Tagap1",109,119,45,81,81,65,54,149,158,132,133
" ENSMUSG00000110325","ENSMUSG00000110325","  Gm45293",4,11,10,0,3,1,22,1,10,1,12
" ENSMUSG00000034402","ENSMUSG00000034402","  Kcnh5",4485,4632,3307,2982,2206,2275,2015,3521,5948,5258,5135
" ENSMUSG00000041453","ENSMUSG00000041453","  Rpl21",75,85,19,60,74,58,62,67,96,97,111
" ENSMUSG00000012123","ENSMUSG00000012123","  Crybg2",48,10,22,28,7,32,27,32,25,23,9
" ENSMUSG00000045314","ENSMUSG00000045314","  Sowahb",679,773,589,764,577,464,240,806,1014,794,807
" ENSMUSG00000045775","ENSMUSG00000045775","  Slc16a5",3,7,12,8,1,26,21,8,16,20,5
" ENSMUSG00000118077","ENSMUSG00000118077","  ",64,52,13,38,26,51,53,58,83,58,47
" ENSMUSG00000082971","ENSMUSG00000082971","  Gm13517",8,15,5,21,23,34,2,16,24,14,17
" ENSMUSG00000111685","ENSMUSG00000111685","  Gm10686",28,16,11,15,8,35,43,14,16,5,13
" ENSMUSG00000115299","ENSMUSG00000115299","  Gm49168",15,25,16,20,16,5,4,18,39,24,7
" ENSMUSG00000036885","ENSMUSG00000036885","  Arhgef26",70,113,51,49,189,109,134,70,127,70,88
" ENSMUSG00000049281","ENSMUSG00000049281","  Scn3b",42,44,12,18,41,33,13,33,58,24,17
" ENSMUSG00000041187","ENSMUSG00000041187","  Prkd2",434,238,185,284,215,452,729,281,310,286,245
" ENSMUSG00000044749","ENSMUSG00000044749","  Abca6",35,32,6,57,57,35,24,38,32,28,31
" ENSMUSG00000107491","ENSMUSG00000107491","  Gm17893",1,2,18,5,6,0,4,8,15,22,7
" ENSMUSG00000103778","ENSMUSG00000103778","  Gm36930",9,1,4,0,10,5,25,1,9,0,7
" ENSMUSG00000031253","ENSMUSG00000031253","  Srpx2",73,46,10,50,37,61,62,60,49,55,52
" ENSMUSG00000095432","ENSMUSG00000095432","  Zfp748",267,266,235,244,281,159,80,330,322,281,270
" ENSMUSG00000095276","ENSMUSG00000095276","  Gfy",137,109,34,112,169,157,118,141,140,145,107
" ENSMUSG00000109357","ENSMUSG00000109357","  Gm45236",51,72,14,35,42,48,50,69,87,48,72
" ENSMUSG00000046056","ENSMUSG00000046056","  Sbsn",293,159,110,148,120,283,265,347,299,259,210
" ENSMUSG00000008450","ENSMUSG00000008450","  Nutf2",38,48,16,54,14,14,23,31,54,44,32
" ENSMUSG00000039908","ENSMUSG00000039908","  Slc26a11",189,161,62,132,69,84,95,172,217,126,109
" ENSMUSG00000024312","ENSMUSG00000024312","  Wdr46",222,191,73,189,114,82,101,206,224,184,156
" ENSMUSG00000109598","ENSMUSG00000109598","  Gm36356",3,22,5,18,3,1,1,3,16,8,8
" ENSMUSG00000088651","ENSMUSG00000088651","  Gm24853",23,19,8,13,3,11,0,21,16,19,17
" ENSMUSG00000103101","ENSMUSG00000103101","  Gm37048",10,16,12,1,9,8,20,5,25,28,21
" ENSMUSG00000035246","ENSMUSG00000035246","  Pcyt1b",65,98,24,76,122,72,102,73,122,107,86
" ENSMUSG00000027568","ENSMUSG00000027568","  Ntsr1",25,31,2,15,21,9,31,18,12,31,15
" ENSMUSG00000030287","ENSMUSG00000030287","  Itpr2",36,11,7,24,26,24,3,24,20,10,19
" ENSMUSG00000111227","ENSMUSG00000111227","  Gm20149",20,13,4,3,6,0,26,12,12,13,14
" ENSMUSG00000050675","ENSMUSG00000050675","  Gp1ba",174,126,74,81,148,258,280,162,175,164,173
" ENSMUSG00000087259","ENSMUSG00000087259","  2610035D17Rik",80,248,64,102,176,68,140,145,117,100,146
" ENSMUSG00000087416","ENSMUSG00000087416","  Gm15906",15,11,0,4,7,16,21,3,18,2,10
" ENSMUSG00000043415","ENSMUSG00000043415","  Otud1",465,354,144,238,259,489,348,274,509,428,477
" ENSMUSG00000073530","ENSMUSG00000073530","  Pappa2",13,27,1,6,9,4,6,4,17,16,2
" ENSMUSG00000085499","ENSMUSG00000085499","  Gm15713",0,13,20,6,15,0,8,18,10,16,7
" ENSMUSG00000087543","ENSMUSG00000087543","  Gm16576",49,12,24,19,21,31,54,44,53,28,15
" ENSMUSG00000097946","ENSMUSG00000097946","  Gm8343",38,17,7,17,22,23,47,25,43,49,28
" ENSMUSG00000032220","ENSMUSG00000032220","  Myo1e",128,88,26,72,121,69,104,54,94,102,84
" ENSMUSG00000079436","ENSMUSG00000079436","  Kcnj13",43,8,6,12,24,17,26,6,15,25,12
" ENSMUSG00000031210","ENSMUSG00000031210","  Gpr165",28,24,7,8,3,25,6,12,17,27,17
" ENSMUSG00000105135","ENSMUSG00000105135","  Gm43667",183,159,83,136,91,59,49,134,158,117,116
" ENSMUSG00000086837","ENSMUSG00000086837","  Gm16618",32,19,8,9,22,18,59,19,32,22,31
" ENSMUSG00000112096","ENSMUSG00000112096","  A430103D13Rik",123,42,54,74,46,59,31,109,114,69,57
" ENSMUSG00000026114","ENSMUSG00000026114","  Cnga3",10,22,5,4,14,0,20,12,6,1,6
" ENSMUSG00000048703","ENSMUSG00000048703","  Speer4b",27,11,14,4,0,14,24,13,19,15,8
" ENSMUSG00000065126","ENSMUSG00000065126","  Snord104",17,17,1,6,10,1,2,6,17,17,15
" ENSMUSG00000093254","ENSMUSG00000093254","  Mir5126",17,10,0,0,3,0,0,13,11,7,3
" ENSMUSG00000068062","ENSMUSG00000068062","  Gm14164",9,22,0,8,5,5,0,9,11,5,21
" ENSMUSG00000025747","ENSMUSG00000025747","  Tyms",136,41,44,49,77,67,126,92,111,64,115
" ENSMUSG00000025969","ENSMUSG00000025969","  Nrp2",1764,1602,625,1566,1926,2012,2767,1512,2434,1984,1714
" ENSMUSG00000028778","ENSMUSG00000028778","  Hcrtr1",13,20,4,9,31,33,38,10,22,21,18
" ENSMUSG00000024766","ENSMUSG00000024766","  Lipo3",233,194,76,127,86,135,92,190,238,203,144
" ENSMUSG00000044254","ENSMUSG00000044254","  Pcsk9",11,28,3,3,4,4,14,9,0,2,7
" ENSMUSG00000042708","ENSMUSG00000042708","  Shcbp1l",34,23,5,18,14,10,9,30,11,8,33
" ENSMUSG00000105603","ENSMUSG00000105603","  Gm32996",1,12,2,6,3,18,14,14,0,9,17
" ENSMUSG00000104786","ENSMUSG00000104786","  Gm43573",208,142,130,113,94,156,103,233,304,255,233
" ENSMUSG00000000303","ENSMUSG00000000303","  Cdh1",21,20,1,13,9,9,14,23,22,2,15
" ENSMUSG00000106636","ENSMUSG00000106636","  Gm43813",16,8,11,13,15,4,31,2,13,1,9
" ENSMUSG00000043340","ENSMUSG00000043340","  6530409C15Rik",64,50,41,41,31,42,98,98,70,112,92
" ENSMUSG00000108333","ENSMUSG00000108333","  Gm45095",1,2,6,4,3,9,24,2,12,14,17
" ENSMUSG00000117819","ENSMUSG00000117819","  Ggnbp1",37,15,3,12,20,16,30,23,29,38,19
" ENSMUSG00000110237","ENSMUSG00000110237","  Gm18258",6,17,1,6,13,4,21,2,2,0,10
" ENSMUSG00000026969","ENSMUSG00000026969","  Fam166a",2,4,10,2,0,20,21,6,5,1,5
" ENSMUSG00000029663","ENSMUSG00000029663","  Gngt1",1914,1440,693,1597,2255,2009,2490,1721,3002,2191,1971
" ENSMUSG00000104150","ENSMUSG00000104150","  Gm44573",6,9,33,12,2,17,21,11,7,15,3
" ENSMUSG00000039236","ENSMUSG00000039236","  Isg20",9,3,0,2,13,1,0,3,21,4,12
" ENSMUSG00000054191","ENSMUSG00000054191","  Klf1",9,25,1,4,5,4,8,12,7,28,8
" ENSMUSG00000067212","ENSMUSG00000067212","  H2-T23",30,26,3,23,18,23,25,54,25,28,18
" ENSMUSG00000016346","ENSMUSG00000016346","  Kcnq2",1400,920,400,994,1386,1323,1267,1423,1653,1197,1037
" ENSMUSG00000104605","ENSMUSG00000104605","  Gm42922",0,2,15,11,9,15,17,25,19,6,10
" ENSMUSG00000067274","ENSMUSG00000067274","  Rplp0",694,938,226,633,522,507,572,654,937,772,639
" ENSMUSG00000090214","ENSMUSG00000090214","  Gm15657",35,10,9,13,24,21,18,48,36,36,34
" ENSMUSG00000102375","ENSMUSG00000102375","  A930036K24Rik",9,3,1,18,20,17,0,5,8,4,11
" ENSMUSG00000022559","ENSMUSG00000022559","  Fbxl6",614,508,263,472,357,305,230,705,676,585,503
" ENSMUSG00000065637","ENSMUSG00000065637","  Gm26397",15,15,1,1,7,15,11,5,7,9,29
" ENSMUSG00000084990","ENSMUSG00000084990","  Gm14549",21,7,14,9,8,8,24,29,36,26,7
" ENSMUSG00000021590","ENSMUSG00000021590","  Spata9",31,54,18,21,58,16,31,34,65,55,48
" ENSMUSG00000072720","ENSMUSG00000072720","  Myo18b",31,8,5,19,42,20,14,15,17,22,37
" ENSMUSG00000050860","ENSMUSG00000050860","  Phospho1",41,21,13,28,40,50,63,25,67,42,23
" ENSMUSG00000023827","ENSMUSG00000023827","  Agpat4",290,296,181,312,108,242,214,355,505,300,268
" ENSMUSG00000107945","ENSMUSG00000107945","  Rpl7a-ps14",123,82,32,56,64,44,47,123,95,88,91
" ENSMUSG00000000078","ENSMUSG00000000078","  Klf6",1744,1926,828,1109,605,1261,1177,1411,1875,1923,1802
" ENSMUSG00000073236","ENSMUSG00000073236","  2500004C02Rik",106,79,34,87,86,65,105,136,180,113,109
" ENSMUSG00000072763","ENSMUSG00000072763","  5430403G16Rik",30,44,16,30,29,8,23,57,43,45,38
" ENSMUSG00000040133","ENSMUSG00000040133","  Gpr176",431,344,346,219,611,359,670,519,759,572,289
" ENSMUSG00000026938","ENSMUSG00000026938","  Fcna",13,2,0,1,14,9,25,7,5,5,3
" ENSMUSG00000103483","ENSMUSG00000103483","  Gm20162",39,22,22,24,30,25,10,44,52,69,25
" ENSMUSG00000100600","ENSMUSG00000100600","  A230077H06Rik",3642,3244,1929,2202,1729,1735,1245,3678,3627,2906,3331
" ENSMUSG00000117220","ENSMUSG00000117220","  ",142,72,59,72,91,194,185,98,170,90,128
" ENSMUSG00000056214","ENSMUSG00000056214","  Pard6g",218,132,69,93,137,155,257,139,237,222,161
